Symbol,Company Name,Listed Shares,Paidup Value,Total Paidup
BBC,Bishal Bazar Company Limited,"491,400",100.00,"49,140,000.00"
STC,Salt Trading Corporation,"2,535,312",100.00,"253,531,200.00"
